fesc FAKE.FAKE.1500 FAKE.FAKE.2500 FAKE.FAKE.BBa FAKE.FAKE.BBb FAKE.FAKE.D4000a FAKE.FAKE.D4000b FAKE.FAKE.U FAKE.FAKE.V Hbeta_EW OIIIr_EW OIIIb_EW OIIIHbeta_EW
0.39 1.0106376643456889e+21 7.704656565106864e+20 6.86811186104262e+20 9.52869420630329e+20 1.0045492944960337e+21 9.87374656071185e+20 8.212409962052619e+20 8.267042308274951e+20 68.00609989958393 214.9986051699393 66.87172308948222 349.87642815900546
0.4 1.0093840009283275e+21 7.689391261239075e+20 6.846717070657961e+20 9.520175516498037e+20 1.0019492365230396e+21 9.857337616330802e+20 8.187413300014416e+20 8.256103515531927e+20 66.97016900883672 211.71015824823513 65.84468208965318 344.525009346725
0.41000000000000003 1.008130337510966e+21 7.674125957371286e+20 6.825322280273303e+20 9.511656826692783e+20 9.993491785500458e+20 9.840928671949757e+20 8.162416637976213e+20 8.245164722788903e+20 65.93179069570154 208.41435971718596 64.8154772637785 339.161627676666
0.42 1.0068766740936047e+21 7.658860653503494e+20 6.803927489888644e+20 9.503138136887533e+20 9.96749120577052e+20 9.82451972756871e+20 8.137419975938009e+20 8.234225930045877e+20 64.89095627674145 205.11118489646026 63.78410176634675 333.78624293954846
0.43 1.005623010676243e+21 7.643595349635706e+20 6.782532699503987e+20 9.494619447082279e+20 9.941490626040581e+20 9.808110783187667e+20 8.112423313899804e+20 8.223287137302852e+20 63.84765702739257 201.80060899512927 62.750548722940465 328.3988147454623
0.44 1.0043693472588817e+21 7.628330045767917e+20 6.761137909119328e+20 9.486100757277027e+20 9.915490046310643e+20 9.79170183880662e+20 8.087426651861601e+20 8.212348344559828e+20 62.80188418172017 198.48260711104666 61.71481123008364 322.9993025228505
0.45 1.00311568384152e+21 7.613064741900127e+20 6.739743118734671e+20 9.477582067471775e+20 9.889489466580705e+20 9.775292894425574e+20 8.062429989823399e+20 8.201409551816803e+20 61.75362893217331 195.1571542302243 60.67688235508791 317.5876655174855
0.46 1.0018620204241585e+21 7.597799438032338e+20 6.718348328350012e+20 9.469063377666522e+20 9.863488886850765e+20 9.758883950044529e+20 8.037433327785193e+20 8.190470759073778e+20 60.70288242933745 191.82422522620348 59.63675513589789 312.1638627914388
0.47000000000000003 1.0006083570067972e+21 7.582534134164548e+20 6.696953537965353e+20 9.46054468786127e+20 9.837488307120827e+20 9.742475005663482e+20 8.012436665746991e+20 8.179531966330754e+20 59.649635781685525 188.4837948594223 58.59442258093553 306.72785322204334
0.48 9.993546935894357e+20 7.567268830296758e+20 6.675558747580696e+20 9.452025998056017e+20 9.811487727390889e+20 9.726066061282435e+20 7.987440003708787e+20 8.168593173587727e+20 58.59388005532703 185.1358377765782 57.54987766894347 301.2795955008487
